"DATAID","ASSIGNMENT","STRING","STRING","STRING","STRING","STRING","STRING","STRING","TARGET","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT"
"DATAID","ASSIGNMENT","Compound Group","CG2","Compound","SMILES","Formula","Source","Method","CN (Exp)","RotBFrac","TDB3s","MATS1e","VPC-4","ATSC2e","GATS1p","SPC-5","SHBint4","GATS7m","E3m","nwHBa","SpMax6_Bhp","SRW6","SP-6","AATS3e"
"270","L","Esters","","butyl laurate","CCCCCCCCCCCC(=O)OCCCC","C16H32O2","NREL (2014)","Blend","73","0.823529412","5.148525498","0.024259608","0.083333333","0.834984134","1.593962244","0.433012702","0","1.070190769","0.075455438","1","2.815167322","5.84932478","1.187859021","7.18409625"
"271","L","Esters","","butyl octanoate","CCCCCCCC(=O)OCCCC","C12H24O2","BioCompoundML (2016)","Unknown","39.6","0.769230769","5.588326406","0.020527217","0.083333333","0.837765706","1.625189851","0.433012702","0","1.147978614","0.087171334","1","2.510649796","5.587248658","0.834305631","7.261138261"
"272","L","Esters","","decyl acetate","CCCCCCCCCCOC(=O)C","C12H24O2","BioCompoundML (2016)","Unknown","62","0.769230769","5.39206906","0.020527217","0.058925565","0.837765706","1.625189851","0.204124145","0","0.92989418","0.08372497","1","2.443450246","5.564520407","0.754846319","7.262179435"
"273","V","Esters","","decyl caprate","CCCCCCCCCCOC(=O)CCCCCCCCC","C20H40O2","BioCompoundML (2016)","Unknown","81","0.857142857","4.895756011","0.026021191","0.083333333","0.820072104","1.57520417","0.433012702","0","1.028725006","0.103511727","1","3.10279715","6.056784013","1.489635717","7.140877561"
"274","V","Esters","","decyl laurate","CCCCCCCCCCCC(=O)OCCCCCCCCCC","C22H44O2","BioCompoundML (2016)","Unknown","84","0.869565217","4.822473994","0.026524551","0.083333333","0.810219862","1.568378937","0.433012702","0","1.020779852","0.057127296","1","3.140923986","6.146329258","1.666412412","7.12567978"
"275","V","Esters","","decyl myristate","CCCCCCCCCCCCCC(=O)OCCCCCCCCCC","C24H48O2","BioCompoundML (2016)","Unknown","72","0.88","4.743292465","0.026868184","0.083333333","0.799324935","1.562689541","0.433012702","0","1.015155116","0.065759877","1","3.182348695","6.228511004","1.843189107","7.1132176"
"276","V","Esters","","decyl palmitate","CCCCCCCCCCCCCCCC(=O)OCCCCCCCCCC","C26H52O2","BioCompoundML (2016)","Unknown","91","0.888888889","4.683837822","0.027093195","0.083333333","0.78763784","1.557874217","0.433012702","0","1.011054519","0.064000755","1","3.251630242","6.304448802","2.019965803","7.102813394"
"277","V","Esters","","decyl valerate","CCCCCCCCCCOC(=O)CCCC","C15H30O2","BioCompoundML (2016)","Unknown","61","0.8125","5.224300692","0.023579112","0.083333333","0.837217858","1.600211305","0.433012702","0","0.994522407","0.144486077","1","2.790627751","5.789960171","0.97135267","7.198986723"
"278","V","Esters","","dibutyl malonate","CCCCOC(=O)CC(=O)OCCCC","C11H20O4","NREL (2014)","CFR","21","0.714285714","7.894433555","-0.007902108","0.142258898","1.358571353","1.684818035","1.093412989","0","1.474232403","0.139026902","2","2.489684986","5.758901774","0.954093772","7.682540526"
"279","V","Esters","","diethyl adipate","CCOC(=O)CCCCC(=O)OCC","C10H18O4","BioCompoundML (2016)","Unknown","15","0.692307692","8.044202498","-0.013811456","0.166666667","1.296496375","1.703493016","0.98559856","0","0.608603399","0.326215477","2","2.163763773","5.693732139","0.632979509","7.771768896"
"280","V","Esters","","diethyl azelate","CCOC(=O)CCCCCCCC(=O)OCC","C13H24O4","BioCompoundML (2016)","Unknown","47","0.75","6.892590247","0.000750749","0.166666667","1.448055336","1.656156577","0.98559856","0","0.948070698","0.091662118","2","2.693667434","5.877735782","0.92964934","7.546417191"
"281","V","Esters","","diethyl butanedioate","CCOC(=O)CCC(=O)OCC","C8H14O4","NREL (2014)","CFR","21","0.636363636","9.515589091","-0.031180353","0.166666667","1.114093728","1.755033314","0.932625685","0","1.017915654","0.386196197","2","1.915670082","5.549076085","0.451184464","8.059973796"
"282","V","Esters","","diethyl oxalate","CCOC(=O)C(=O)OCC","C6H10O4","BioCompoundML (2016)","Unknown","21","0.555555556","17.36853867","-0.063768358","0.126966947","0.78302192","1.841539756","1.138071187","0","0.921860769","0.479062225","2","1.76856041","5.407171771","0.166666667","8.42361875"
"283","V","Esters","","diethyl sebacate","CCOC(=O)CCCCCCCCC(=O)OCC","C14H26O4","BioCompoundML (2016)","Unknown","47","0.764705882","6.640500163","0.003997971","0.166666667","1.480692529","1.644919608","0.98559856","0","0.938934179","0.251607218","2","2.807093149","5.932245187","1.018037688","7.497554524"
"284","V","Esters","","dimethyl adipate","COC(=O)CCCCC(=O)OC","C8H14O4","BioCompoundML (2016)","Unknown","5","0.636363636","9.371362666","-0.031180353","0.201184464","0.834429728","1.755033314","0.696923425","0","0.527227472","0.010443555","2","2.054247583","5.549076085","0.488641942","7.804370857"
"285","V","Esters","","dimethyl azelate","COC(=O)CCCCCCCC(=O)OC","C11H20O4","BioCompoundML (2016)","Unknown","24","0.714285714","7.474548719","-0.007902108","0.201184464","1.078907353","1.684818035","0.696923425","0","0.982548279","0.013680686","2","2.542573416","5.758901774","0.785311773","7.514064105"
"286","V","Esters","","dimethyl malonate","COC(=O)CC(=O)OC","C5H8O4","BioCompoundML (2016)","Unknown","15","0.5","16.26376356","-0.093235568","0.176776695","0.221301633","1.9112973","0.902368927","0","1.332971406","0.180540129","2","0.465145016","5.283203729","0.11785113","8.807248727"
"287","V","Esters","","dioctyl sebacate","CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC","C26H50O4","BioCompoundML (2016)","Unknown","70","0.793103448","5.585517084","0.021252827","1.030256758","1.66588002","1.57776709","1.965317756","0","1.132170097","0.136698141","2","3.25855583","6.535241271","2.465004067","7.262138028"
"288","V","Esters","","dodecyl acetate","CCCCCCCCCCCCOC(=O)C","C14H28O2","BioCompoundML (2016)","Unknown","77","0.8","5.169340696","0.022756636","0.058925565","0.83858119","1.607350904","0.204124145","0","0.927716664","0.074811249","1","2.696628472","5.707110265","0.931623015","7.217184618"
"289","V","Esters","","dodecyl laurate","CCCCCCCCCCCCOC(=O)CCCCCCCCCCC","C24H48O2","BioCompoundML (2016)","Unknown","85","0.88","4.735053102","0.026868184","0.083333333","0.799324935","1.562689541","0.433012702","0","1.015155116","0.097669495","1","3.236196325","6.228511004","1.843189107","7.1132176"
"290","V","Esters","","dodecyl myristate","CCCCCCCCCCCCCC(=O)OCCCCCCCCCCCC","C26H52O2","BioCompoundML (2016)","Unknown","74","0.888888889","4.689416251","0.027093195","0.083333333","0.78763784","1.557874217","0.433012702","0","1.011054519","0.057276561","1","3.261179108","6.304448802","2.019965803","7.102813394"
"291","V","Esters","","dodecyl valerate","CCCCCCCCCCCCOC(=O)CCCC","C17H34O2","BioCompoundML (2016)","Unknown","67","0.833333333","5.081649039","0.024825406","0.083333333","0.832041495","1.588446869","0.433012702","0","0.985324405","0.126216301","1","2.955109651","5.905361848","1.148129366","7.17116219"
"292","V","Esters","","ethyl laurate","CCCCCCCCCCCC(=O)OCC","C14H28O2","BioCompoundML (2016)","Unknown","73","0.8","5.246228393","0.022756636","0.083333333","0.83858119","1.607350904","0.49279928","0","0.927716664","0.070676593","1","2.712592834","5.726847748","0.899183887","7.215042618"
"293","V","Esters","Ketones","ethyl levulinate","CCOC(=O)CCC(=O)C","C7H12O3","NREL (2014)","IQT","6","0.555555556","10.32634475","-0.014519302","0.185395406","0.71226486","1.643231285","0.632979509","0","0.989663453","0.288666892","2","1.774418763","5.351858133","0.25","8.034883122"
"294","V","Esters","Olefins","ethyl linoleate","CCCCCC=CCC=CCCCCCCCC(=O)OCC","C20H36O2","BioCompoundML (2016)","Unknown","44.4","0.761904762","5.402941471","0.024383774","0.083333333","0.812426136","1.476373931","0.49279928","0","0.982865154","0.15884431","5","3.082915936","6.056784013","1.429513973","7.182848845"
"295","V","Esters","","glycerol triacetate","CC(=O)OCC(COC(=O)C)OC(=O)C","C9H14O6","BioCompoundML (2016)","Unknown","5","0.571428571","12.6471902","-0.068012951","0.321114263","1.223326635","1.790368832","1.337764333","0","0.800230575","0.258352926","3","2.073101959","5.899897354","0.92577691","8.782294902"
"296","V","Esters","","hexadecyl acetate","CCCCCCCCCCCCCCCCOC(=O)C","C18H36O2","BioCompoundML (2016)","Unknown","86","0.842105263","4.88520859","0.025297364","0.058925565","0.828514041","1.583543125","0.204124145","0","0.932099525","0.063709262","1","3.010016193","5.942799375","1.285176405","7.160478822"
"297","V","Esters","","hexadecyl laurate","CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCC","C28H56O2","BioCompoundML (2016)","Unknown","88","0.896551724","4.636967067","0.027228345","0.083333333","0.77533505","1.553745899","0.433012702","0","1.007994154","0.11083795","1","3.287154325","6.37502482","2.196742498","7.093996271"
"298","V","Esters","","hexyl decanoate ","CCCCCCCCCC(=O)OCCCCCC","C16H32O2","BioCompoundML (2016)","Unknown","64","0.823529412","5.150430129","0.024259608","0.083333333","0.834984134","1.593962244","0.433012702","0","1.073886622","0.079479748","1","2.833782513","5.84932478","1.136082326","7.18409625"
"299","V","Esters","","hexyl laurate","CCCCCCCCCCCC(=O)OCCCCCC","C18H36O2","BioCompoundML (2016)","Unknown","74","0.842105263","5.011480323","0.025297364","0.083333333","0.828514041","1.583543125","0.433012702","0","1.053522934","0.072110573","1","3.002721864","5.958424693","1.312859021","7.15982274"
"300","V","Esters","","hexyl myristate","CCCCCCCCCCCCCC(=O)OCCCCCC","C20H40O2","BioCompoundML (2016)","Unknown","72","0.857142857","4.90071516","0.026021191","0.083333333","0.820072104","1.57520417","0.433012702","0","1.040131652","0.068402625","1","3.098299556","6.056784013","1.489635717","7.140877561"
"301","V","Esters","","hexyl palmitate","CCCCCCCCCCCCCCCC(=O)OCCCCCC","C22H44O2","BioCompoundML (2016)","Unknown","87","0.869565217","4.814482742","0.026524551","0.083333333","0.810219862","1.568378937","0.433012702","0","1.03086436","0.066059258","1","3.140342539","6.146329258","1.666412412","7.12567978"
"302","V","Esters","","isopropyl decanoate","CCCCCCCCCC(=O)OC(C)C","C13H26O2","BioCompoundML (2016)","Unknown","46.6","0.714285714","5.689537103","0.021755833","0.193538488","1.002408221","1.615586034","0.997890958","0","0.928079427","0.051940542","1","2.46240693","5.739792912","0.773768567","7.321060079"
"303","V","Esters","","methyl arachidate","CCCCCCCCCCCCCCCCCCCC(=O)OC","C21H42O2","BioCompoundML (2016)","Unknown","100","0.863636364","4.774567857","0.026296058","0.100592232","0.675463871","1.571629325","0.348461713","0","0.937005693","0.024771084","1","3.081829294","6.102558595","1.534121884","7.095876971"
"304","T","Esters","","methyl butanoate","CCCC(=O)OC","C5H10O2","BioCompoundML (2016)","Unknown","6.4","0.5","8.521092288","-0.008473107","0.100592232","0.573891903","1.799320607","0.40824829","0","0","0.016688821","1","0.465144215","4.844187086","0","7.635459172"
"305","T","Esters","Olefins","methyl erucate","CCCCCCCCC=CCCCCCCCCCCCC(=O)OC","C23H44O2","BioCompoundML (2016)","Unknown","74.2","0.833333333","4.918558457","0.026108831","0.100592232","0.663679545","1.522355678","0.348461713","0","0.949045779","0.048272369","3","3.163916397","6.188264123","1.71089858","7.099204111"
"306","T","Esters","Olefins","methyl gondoate","CCCCCCCCC=CCCCCCCCCCC(=O)OC","C21H40O2","BioCompoundML (2016)","Unknown","73.2","0.818181818","5.020239202","0.02558158","0.100592232","0.673001506","1.524518017","0.348461713","0","0.947960041","0.035728806","3","3.082858788","6.102558595","1.534121884","7.111647778"
"307","T","Esters","Olefins","methyl petroselinate","CCCCCCCCCCCC=CCCCCC(=O)OC","C19H36O2","BioCompoundML (2016)","Unknown","58.6","0.8","5.145483162","0.024832155","0.100592232","0.680773434","1.527143453","0.348461713","0","0.89371047","0.037003021","3","2.97870108","6.008813185","1.357345189","7.127202361"
"308","T","Esters","Olefins","methyl ricinoleate","CCCCCCC(CC=CCCCCCCCC(=O)OC)O","C19H36O3","NREL (2014)","IQT","37.4","0.761904762","5.903570939","-0.017192927","0.266414924","0.631451843","1.512924074","0.781474414","0","0.978737009","0.204051384","3","2.974718792","6.124683391","1.441214023","7.238872027"
"309","T","Esters","Olefins","methyl-5(Z)8(z)11(Z)14(Z)-eicosatetraenoate","CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC","C21H34O2","BioCompoundML (2016)","Unknown","29.6","0.681818182","5.974141227","0.023016406","0.100592232","0.657224","1.383471804","0.348461713","0","0.933744481","0.160812309","9","3.075362471","6.102558595","1.534121884","7.175097767"
"310","T","Esters","Olefins","methyl-9-decenoate","COC(=O)CCCCCCCC=C","C11H20O2","BioCompoundML (2016)","Unknown","38.3","0.75","6.093972908","0.01655701","0.100592232","0.658167144","1.547480917","0.348461713","0","0.950949278","0.03153374","3","2.379586014","5.509388337","0.650238408","7.255888907"
"311","T","Esters","","octadecyl acetate","CCCCCCCCCCCCCCCCCCOC(=O)C","C20H40O2","BioCompoundML (2016)","Unknown","90","0.857142857","4.78882052","0.026021191","0.058925565","0.820072104","1.57520417","0.204124145","0","0.935355651","0.059766597","1","3.101030573","6.042632834","1.461953101","7.141461634"
"312","T","Esters","","octyl laurate","CCCCCCCCCCCC(=O)OCCCCCCCC","C20H40O2","BioCompoundML (2016)","Unknown","84","0.857142857","4.903231952","0.026021191","0.083333333","0.820072104","1.57520417","0.433012702","0","1.028725006","0.070927551","1","3.041300117","6.056784013","1.489635717","7.140877561"
"313","T","Esters","","octyl myristate","CCCCCCCCCCCCCC(=O)OCCCCCCCC","C22H44O2","BioCompoundML (2016)","Unknown","71","0.869565217","4.815463933","0.026524551","0.083333333","0.810219862","1.568378937","0.433012702","0","1.020779852","0.067538125","1","3.151832192","6.146329258","1.666412412","7.12567978"
"314","T","Esters","","octyl valerate","CCCCCCCCOC(=O)CCCC","C13H26O2","BioCompoundML (2016)","Unknown","49","0.785714286","5.45689695","0.021755833","0.083333333","0.838860221","1.615586034","0.433012702","0","1.012450284","0.178012643","1","2.534269968","5.659482216","0.794575975","7.236728911"
"315","T","Esters","","pentyl pentanoate","CCCCCOC(=O)CCCC","C10H20O2","BioCompoundML (2016)","Unknown","28.2","0.727272727","5.973665254","0.017080039","0.083333333","0.8296845","1.650140846","0.433012702","0","1.095231828","0.192760975","1","2.270921139","5.424950017","0.522692569","7.327769189"
"316","T","Esters","","propyl laurate","CCCCCCCCCCCC(=O)OCCC","C15H30O2","BioCompoundML (2016)","Unknown","71","0.8125","5.26635027","0.023579112","0.083333333","0.837217858","1.600211305","0.433012702","0","0.928220913","0.036945184","1","2.739404068","5.789960171","0.97135267","7.198986723"
"317","T","Esters","","propyl myristate","CCCCCCCCCCCCCC(=O)OCCC","C17H34O2","BioCompoundML (2016)","Unknown","71","0.833333333","5.101526627","0.024825406","0.083333333","0.832041495","1.588446869","0.433012702","0","0.93058416","0.036297565","1","2.91312252","5.905361848","1.148129366","7.17116219"
"318","T","Esters","","tetradecyl acetate","CCCCCCCCCCCCCCOC(=O)C","C16H32O2","BioCompoundML (2016)","Unknown","81","0.823529412","5.007280078","0.024259608","0.058925565","0.834984134","1.593962244","0.204124145","0","0.929247098","0.068813957","1","2.87928753","5.831882477","1.10839971","7.184844594"
"319","T","Esters","Ketones","methyl levulinate","CC(=O)CCC(=O)OC","C6H10O3","NREL (2014)","IQT","7.8","0.5","11.96876325","-0.024205833","0.202654304","0.493731302","1.667756986","0.488641942","0","1.861942591","0.009117413","2","1.430432753","5.252273428","0.23570226","8.133844875"
"320","T","Esters","","butyl hexanoate","CCCCCC(=O)OCCCC","C10H20O2","NREL (2014)","IQT","31","0.727272727","5.985455468","0.017080039","0.083333333","0.8296845","1.650140846","0.433012702","0","1.437659257","0.053777546","1","2.120173092","5.424950017","0.709305631","7.327769189"
"321","T","Esters","","ethyl octanoate","CCCCCCCC(=O)OCC","C10H20O2","NREL (2014)","IQT","42.2","0.727272727","5.838828196","0.017080039","0.083333333","0.8296845","1.650140846","0.49279928","0","0.9429863","0.08354305","1","2.122166941","5.424950017","0.545630496","7.325879568"
"322","T","Esters","","hexyl butyrate","CCCCCCOC(=O)CCC","C10H20O2","NREL (2014)","IQT","29","0.727272727","5.973928485","0.017080039","0.083333333","0.8296845","1.650140846","0.49279928","0","0.971843559","0.221491028","1","2.11847316","5.424950017","0.545630496","7.327769189"
"323","T","Esters","","hexyl hexanoate","CCCCCCOC(=O)CCCCC","C12H24O2","NREL (2014)","IQT","40","0.769230769","5.568878085","0.020527217","0.083333333","0.837765706","1.625189851","0.433012702","0","1.319822629","0.156686358","1","2.535364611","5.587248658","0.834305631","7.261138261"
"324","T","Esters","","pentyl acetate","CCCCCOC(=O)C","C7H14O2","NREL (2014)","IQT","23.6","0.625","6.684207139","0.006986228","0.058925565","0.789045369","1.714180848","0.204124145","0","1.096552035","0.078746212","1","1.725597828","5.081404365","0.306186218","7.525446979"
"325","T","Esters","Olefins","dibutyl fumarate","CCCCOC(=O)C=CC(=O)OCCCC","C12H20O4","Jenkins (2013)","CFR","23","0.666666667","7.761927208","-0.007674005","0.123596937","1.330808889","1.589299252","0.81305253","0","1.449600117","0.263080959","4","2.618173085","5.82008293","1.039505774","7.558982263"
"326","L","Ethers","","Dimethyl ether","COC","C2H6O","NREL (2014)","Unknown","67","0","5.692960262","0.001874817","0","-0.69189758","2.479567803","0","0","0","0.01723479","0","0.399277246","2.833213344","0","7.117632"
"327","L","Ethers","","1-methoxyhexane","CCCCCCOC","C7H16O","Marquardt (2015)","IQT","99.8","0.714285714","4.612586484","0.05171353","0","-0.383575472","1.786480812","0","0","0.973946458","0.031236979","0","1.604943344","4.762173935","0.25","7.128086196"
"328","L","Ethers","","diisoamyl ether","CC(C)CCOCCC(C)C","C10H22O","NREL (2014)","IQT","96.2","0.6","5.241177329","0.055650559","0.577350269","-0.189773781","1.701309833","0.40824829","0","0.820560566","0.026979759","0","2.457539916","5.416100402","0.467173856","7.222810462"
"329","L","Ethers","Cyclic","cyclopentyl methyl ether","COC1CCCC1","C6H12O","Marquardt (2015)","IQT","47.3","0.142857143","5.164292305","0.04227761","0.284517797","-0.307502593","1.583569344","0.594861352","0","0","0.028538093","0","1.361352463","5.176149733","0.204124145","7.328626087"
"330","L","Ethers","Alcohols","3-(3-methoxypropoxy)propan-1-ol","COCCCOCCCO","C7H16O3","NREL (2014)","IQT","43.9","0.777777778","6.48620526","-0.060997808","0","-1.385568","1.896654439","0","3.608518404","1.044389481","0.025813515","0","1.688971842","5.056245805","0.426776695","7.599532471"
"331","L","Ethers","","diisobutyl ether","CC(C)COCC(C)C","C8H18O","Marquardt (2015)","IQT","59.7","0.5","5.986791135","0.053575275","0.333333333","-0.191762711","1.75106321","0.40824829","0","1.311191501","0.031421277","0","2.247693468","5.220355825","0.471404521","7.298151333"
"332","L","Ethers","Alcohols","triethylene glycol monomethyl ether","COCCOCCOCCO","C7H16O4","NREL (2014)","IQT","80.7","0.8","8.778780927","-0.085561756","0","-2.316372241","2.039082272","0","0","0.760960543","0.021249938","0","1.913206887","5.176149733","0.515165043","8.023272667"
"333","L","Ethers","","1,6-dimethoxyhexane","COCCCCCCOC","C8H18O2","NREL (2014)","Blend (Method?)","88","0.777777778","5.098306092","0.030878867","0","-0.967352694","1.876518821","0","0","0.937390262","0.115424258","0","1.998286779","5.056245805","0.426776695","7.282153193"
"334","L","Ethers","","1,2-dimethoxyethane","COCCOC","C4H10O2","NREL (2014)","IQT","81","0.6","7.706583255","-0.017929791","0","-1.309116375","2.242734213","0","0","0","0.01601027","0","0.443384795","4.343805422","0","7.827028381"
"335","L","Ethers","Alcohols","2-methoxyethanol","COCCO","C3H8O2","NREL (2014)","IQT","15.5","0.5","9.443829171","-0.133550428","0","-1.034794343","2.092119828","0","0","0","0.022685112","0","0.399277246","4.043051268","0","7.877415556"
"336","L","Ethers","","2,2-dimethoxypropane","CC(OC)(OC)C","C5H12O2","Marquardt (2015)","IQT","31.3","0.333333333","9.127845302","0.001668222","0.741581624","0.279168665","2.097216987","1","0","0","0.169027038","0","0.460163917","5.262690189","0","8.309847733"
"337","L","Ethers","Alcohols","1-butoxy-2-propanol","CCCCOCC(C)O","C7H16O2","NREL (2014)","IQT","36.1","0.625","7.257412522","-0.048382761","0.074535599","-0.404237798","1.753590442","0.204124145","0","0.799118554","0.12109487","0","1.777821936","5.081404365","0.306186218","7.565412889"
"338","L","Ethers","","diethylene glycol dimethyl ether","COCCOCCOC","C6H14O3","NREL (2014)","Blend","109","0.75","7.980585839","-0.025423303","0","-1.940597127","2.164686726","0","0","0.658357779","0.015574957","0","1.730621885","4.919980926","0.338388348","7.945261111"
"339","V","Ethers","Olefins","1,4-cyclohexanedimethanol divinyl ether","C=COCC1CCC(CC1)COC=C","C12H20O2","Marquardt (2015)","IQT","61.1","0.428571429","5.585324552","0.032516433","0.744016936","-0.535171599","1.46663457","1.149829914","0","0.850401372","0.082601521","4","2.521586561","5.899897354","1.351057332","7.357378161"
"340","V","Ethers","Olefins","dodecyl vinyl ether","C=COCCCCCCCCCCCC","C14H28O","Marquardt (2015)","IQT","101.7","0.857142857","4.512405551","0.055104984","0","-0.196760534","1.573715684","0","0","0.930795198","0.023246262","2","2.69255179","5.549076085","0.868718434","7.097465852"
"341","V","Ethers","Alcohols","1-methoxy-2-propanol","CC(COC)O","C4H10O2","Marquardt (2015)","IQT","16.3","0.4","9.948368502","-0.097211135","0.074535599","-0.731828375","1.94407303","0.288675135","0","0","0.030138591","0","0.443640423","4.615120517","0","7.906499704"
"342","V","Ethers","","2-ethoxyethyl ether","CCOCCOCCOCC","C8H18O3","NREL (2014)","Other Ignition Delay Method","123","0.8","7.062567918","0.001609157","0","-1.379964556","2.001437485","0","0","0.999049196","0.017911646","0","1.985444601","5.176149733","0.515165043","7.857847111"
"343","V","Ethers","","1,4-diethoxybutane","CCOCCCCOCC","C8H18O2","NREL (2014)","Blend (Method?)","97","0.777777778","5.472838041","0.030878867","0","-0.687688694","1.876518821","0","0","0.848656761","0.108903059","0","1.912222221","5.056245805","0.426776695","7.501882035"
"344","V","Ethers","","dibutyl ether","CCCCOCCCC","C8H18O","Marquardt (2015)","IQT","115.4","0.75","4.849709011","0.053575275","0","-0.239194711","1.75106321","0","0","0.764861709","0.025875732","0","1.907707617","4.919980926","0.338388348","7.213656667"
"345","V","Ethers","Alcohols","Tripropylene glycol monomethyl ether","CC(CO)OCC(C)OCC(C)OC","C10H22O4","NREL (2014)","IQT","81.3","0.615384615","8.768729243","-0.044315534","0.61298729","-1.38174084","1.879012059","1.023990379","0","0.81932512","0.105024023","0","2.464100917","5.789960171","0.734999246","8.003123627"
"346","T","Ethers","Alcohols","2-isopropoxyethanol","CC(C)OCCO","C5H12O2","Marquardt (2015)","IQT","27.8","0.5","8.002245666","-0.074671593","0.166666667","-0.504396388","1.855185572","0.204124145","0","0","0.021870063","0","1.202212838","4.795790546","0","7.846745333"
"347","T","Ethers","Alcohols","dipropylene glycol monomethyl ether","CCC(O)OCCCOC","C7H16O3","Marquardt (2015)","IQT","43.9","0.666666667","7.302319203","-0.060997808","0.127240227","-0.257724","1.896654439","0.348461713","0","0.875739203","0.026841655","0","1.678971975","5.231108617","0.378355001","7.710688471"
"348","T","Ethers","Alcohols","ethylene glycol vinyl ether","C=COCCO","C6H12O3","Marquardt (2015)","IQT","14","0.6","9.709236694","-0.12899918","0","-0.774166939","1.694065526","0","0","0","0.019442359","2","0.431945265","4.343805422","0","7.975142667"
"349","T","Ethers","Esters","propylene glycol monomethyl ether acetate","CC(COC)OC(=O)C","C6H12O3","Marquardt (2015)","IQT","24","0.5","9.822469494","-0.02989881","0.199487238","0.022403429","1.919241082","1.057677536","0","1.911879363","0.156726824","1","1.503924183","5.252273428","0.23570226","8.260623886"
"350","T","Ethers","","dimethoxymethane","COCOC","C3H8O2","NREL (2014)","Blend","49","0.5","7.446472102","-0.049969034","0","-0.690928497","2.482912839","0","0","0","0.193549317","0","0.399277246","4.043051268","0","7.603674"
"351","T","Ethers","","dipentyl ether","CCCCCOCCCCC","C10H22O","NREL (2014)","IQT","111","0.8","4.66162936","0.055650559","0","-0.237205781","1.701309833","0","0","1.055006443","0.02676439","0","2.251041483","5.176149733","0.515165043","7.1614"
"352","L","Ketones","Esters","butyl levulinate","CCCCOC(=O)CCC(=O)C","C9H16O3","NREL (2014)","IQT","14.4","0.636363636","8.552578515","-0.003098869","0.185395406","0.802658143","1.610826301","0.573192931","0","1.230060206","0.209869826","2","2.010498297","5.525452939","0.544160655","7.717624407"
"353","L","Ketones","","3-octanone","CCCCCC(=O)CC","C8H16O","NREL (2014)","IQT","36","0.625","6.485401991","-0.003644946","0.174230856","0.088147552","1.559118204","0.348461713","0","1.225879777","0.021631241","1","1.715504163","5.117993812","0.348461713","7.254141404"
"354","L","Ketones","Cyclic","cycloheptanone","C1CCCC(=O)CC1","C7H12O","Marquardt (2015)","IQT","22.5","0","6.495085057","9.69E-16","0.144337567","0.053231","1.353836091","0.433012702","0","0","0.029462496","1","1.373791909","5.252273428","0.709305631","7.296991228"
"355","L","Ketones","","2-nonanone","CCCCCCCC(=O)C","C9H18O","Marquardt (2015)","IQT","46.1","0.666666667","5.901192232","-0.004077039","0.102062073","0.077897224","1.552547244","0.204124145","0","0.923139174","0.022494672","1","1.928655746","5.198497031","0.401292929","7.221311818"
"356","L","Ketones","","4-methyl-2-pentanone","CC(C)CC(=O)C","C6H12O","Marquardt (2015)","IQT","12.6","0.333333333","7.751120301","-0.002431532","0.287457479","0.133494404","1.578834284","0.942809042","0","0","0.143156376","1","1.192937891","4.976733742","0","7.444792"
"357","L","Ketones","","3-pentanone","CCC(=O)CC","C5H10O","NREL (2014)","IQT","14.6","0.4","8.91212069","-0.001605412","0.204124145","0.12109675","1.594610489","0.288675135","0","0","0.017529478","1","0.399277246","4.672828834","0","7.494378667"
"358","L","Ketones","Cyclic","3,3,5-trimethylcyclohexanone","CC1CC(=O)CC(C1)(C)C","C9H16O","Marquardt (2015)","IQT","11.9","0","6.879135829","1.37E-15","1.318207711","0.133549515","1.38621621","3.655040461","0","0","0.118849869","1","2.255767407","5.910796644","0.888071187","7.3434435"
"359","L","Ketones","","2-octanone","CCCCCCC(=O)C","C8H16O","Marquardt (2015)","IQT","36.6","0.625","6.19343665","-0.003644946","0.102062073","0.088147552","1.559118204","0.204124145","0","0.932583154","0.021629333","1","1.748552794","5.081404365","0.306186218","7.258275088"
"360","V","Ketones","Cyclic","menthone","CC1CCC(C(=O)C1)C(C)C","C10H18O","Marquardt (2015)","IQT","20.6","0.090909091","6.451748264","1.37E-15","1.356462699","0.102287924","1.397562796","2.723353666","0","1.080444852","0.12080202","1","2.276096106","5.899897354","1.043736797","7.271678025"
"361","V","Ketones","Alcohols","4-hydroxy-4-methyl-2-pentanone","CC(=O)CC(C)(C)O","C6H12O2","Marquardt (2015)","IQT","11.5","0.285714286","10.93402354","-0.075338692","0.407059362","0.23613344","1.537152843","2.041241452","5.559516797","0","0.126933107","1","1.549551897","5.416100402","0","8.015182571"
"362","V","Ketones","","2,4-dimethyl-3-pentanone","CC(C)C(=O)C(C)C","C7H14O","NREL (2014)","IQT","14.4","0.285714286","8.858637416","-0.003105134","0.841201121","0.146198083","1.567567372","1.539600718","0","0","0.102343785","1","1.346550641","5.332718793","0","7.394165333"
"363","V","Ketones","","cyclohexanone","C1CCC(=O)CC1","C6H10O","Marquardt (2015)","IQT","10.4","0","6.897923296","4.76E-16","0.144337567","0.059946145","1.329588515","0.433012702","0","0","0.026977967","1","1.2984514","5.209486153","0.204124145","7.342712267"
